STATION_AES,STATION_NAME,LATITUDE,LONGITUDE,province
7033121,HIGH FALLS,45.84,-75.65,Quebec
7034482,MANIWAKI AIRPORT,46.27,-75.99,Quebec
7034900,MONTREAL MIRABEL INTL A,45.68,-74.04,Quebec
703GDKB,ST-JOVITE,46.08,-74.56,Quebec
7040442,BAIE-COMEAU A,49.13,-68.2,Quebec
7040444,BAIE-COMEAU,49.13,-68.2,Quebec
7040815,LOURDES DE BLANC SABLON A,51.44,-57.19,Quebec
7040816,LOURDES DE BLANC SABLON A,51.44,-57.19,Quebec
7041100,CAPE WHITTLE,50.16,-60.06,
7041166,CAP-ROUGE,48.37,-70.54,Quebec
7041312,CHARLEVOIX (MRC),47.28,-70.64,Quebec
7041382,CHEVERY,50.47,-59.64,Quebec
7041JG6,CAP-TOURMENTE,47.08,-70.78,Quebec
7042395,FORET MONTMORENCY RCS,47.32,-71.15,Quebec
7042845,GRANDES-BERGERONNES,48.26,-69.52,Quebec
7043019,HAVRE ST. PIERRE,50.28,-63.61,Quebec
7043B79,ILE AUX PERROQUETS,50.22,-64.21,
7043BP9,ILE ROUGE,48.07,-69.56,
7044328,LONGUE-POINTE-DE-MINGAN,50.27,-64.23,Quebec
7045326,MONT STE-ANNE,47.07,-70.91,Quebec
7045398,NATASHQUAN A,50.19,-61.79,Quebec
7045401,NATASHQUAN AIRPORT,50.19,-61.81,Quebec
7046059,POINTE DE L'ISLET,48.14,-69.72,Quebec
704607C,POINTE CLAVEAU,48.26,-70.11,Quebec
7047911,SEPT-ILES A,50.22,-66.27,Quebec
7047914,SEPT-ILES,50.22,-66.25,Quebec
704C64L,LAC EON,51.87,-63.28,Quebec
704F0PN,POINTE-DES-MONTS,49.32,-67.38,Quebec
704Q003,POINTE NOIRE CS,50.16,-66.43,
704S001,BAIE-COMEAU,49.26,-68.15,Quebec
7051050,CAP-D'ESPOIR,48.42,-64.32,Quebec
7051163,CAP-MADELEINE,49.25,-65.32,
7051201,CAUSAPSCAL AIRPORT,48.31,-67.25,Quebec
7052601,GASPE A,48.78,-64.48,Quebec
7052602,GASPE A,48.78,-64.48,Quebec
7053038,HEATH POINT,49.09,-61.7,
7053250,ILES DE LA MADELEINE A,47.43,-61.78,Quebec
7053254,ILES DE LA MADELEINE A,47.43,-61.78,Quebec
7053KGR,ILES DE LA MADELEINE,47.43,-61.77,Quebec
7054096,LA POCATIERE,47.36,-70.03,Quebec
7055120,MONT-JOLI A,48.6,-68.22,Quebec
7055121,MONT JOLI A,48.61,-68.21,Quebec
7055122,MONT-JOLI,48.6,-68.19,Quebec
7055422,NEW CARLISLE 1,48.01,-65.33,Quebec
7055440,NEW RICHMOND EAST,48.16,-65.84,
7056068,POINTE-AU-PERE (INRS),48.51,-68.47,
7056202,PORT-MENIER,49.84,-64.29,Quebec
7056616,RIVIERE-DU-LOUP,47.81,-69.55,Quebec
705LKPQ,ILE BICQUETTE,48.42,-68.89,
705S002,CAP-CHAT,49.11,-66.65,Quebec
7060400,BAGOTVILLE A,48.33,-71.0,Quebec
7060826,BONNARD 1,50.73,-71.01,Quebec
7061288,CHAMOUCHOUANE,49.28,-73.36,Quebec
7061541,CHUTE-DES-PASSES,49.84,-71.17,Quebec
7063370,JONQUIERE,48.43,-71.14,Quebec
7064181,LATERRIERE,48.31,-71.13,Quebec
7065012,MISTOOK,48.6,-71.72,Quebec
7065639,NORMANDIN,48.84,-72.55,Quebec
7065738,ONATCHIWAY,48.89,-71.03,Quebec
7066685,ROBERVAL A,48.52,-72.27,Quebec
7066686,ROBERVAL A,48.52,-72.27,Quebec
7066687,ROBERVAL A,48.52,-72.27,Quebec
706I001,LAC BENOIT,51.53,-71.11,Quebec
706I155,MANOUANE EST,50.66,-70.53,Quebec
706Q001,LA BAIE,48.3,-70.92,Quebec
7075800,PARENT,47.92,-74.62,Quebec
7077571,SAINT-MICHEL-DES-SAINTS,46.82,-74.09,Quebec
707DBD4,LA TUQUE,47.41,-72.79,Quebec
7080468,BARRAGE TEMISCAMINGUE,46.71,-79.1,Ontario
7086716,ROUYN,48.25,-79.03,Quebec
7086719,ROUYN-NORANDA A,48.21,-78.84,Quebec
7091299,CHAPAIS,49.82,-74.98,Quebec
7091409,CHIBOUGAMAU CHAPAIS A,49.77,-74.53,Quebec
7091410,CHIBOUGAMAU-CHAPAIS,49.78,-74.53,Quebec
7092310,EASTMAIN RIVER A,52.23,-78.52,Quebec
7093714,LA GRANDE 4 A,53.75,-73.68,Quebec
7093715,LA GRANDE RIVIERE A,53.63,-77.7,Quebec
7093716,LA GRANDE RIVIERE A,53.63,-77.7,Quebec
7093GJ5,LA GRANDE IV,53.76,-73.68,Quebec
7094636,MATAGAMI A,49.76,-77.8,Quebec
7094637,MATAGAMI,49.76,-77.79,Quebec
7098600,VAL-D'OR A,48.06,-77.79,Quebec
7098603,VAL-D'OR,48.06,-77.79,Quebec
7098605,VAL D'OR A,48.05,-77.78,Quebec
7098898,WASKAGANISH A,51.47,-78.76,Quebec
7098908,WEMINDJI A,53.01,-78.83,Quebec
7100072,AKULIVIK A,60.82,-78.15,Quebec
7103280,INUKJUAK A,58.47,-78.08,Quebec
7103329,IVUJIVIK A,62.42,-77.93,Quebec
7103537,KUUJJUARAPIK A,55.28,-77.77,Quebec
7103539,KUUJJUARAPIK,55.37,-77.57,Quebec
7106223,PUVIRNITUQ A,60.05,-77.29,Quebec
7108564,UMIUJAQ A,56.54,-76.52,Quebec
710S005,INUKJUAK,58.47,-78.08,Quebec
7110601,AUPALUK A,59.3,-69.6,Quebec
7113380,KANGIQSUJUAQ A,61.59,-71.93,Quebec
7113384,KANGIRSUK A,60.03,-70.0,Quebec
7113391,KANGIQSUALUJJUAQ A,58.71,-65.99,Quebec
7113534,KUUJJUAQ A,58.1,-68.42,Quebec
7113535,KUUJJUAQ A,58.09,-68.42,Quebec
7115800,PARC NATIONAL DES PINGUALUIT,61.31,-73.67,Quebec
7116273,QUAQTAQ A,61.05,-69.62,Quebec
7116505,RIVIERE AUX FEUILLES,57.91,-72.98,Quebec
7117800,SALLUIT,62.18,-75.67,Quebec
7117802,SALLUIT A,62.18,-75.67,Quebec
7117823,SCHEFFERVILLE A,54.81,-66.81,Quebec
7117824,SCHEFFERVILLE COTE-NORD,54.8,-66.8,Quebec
7118366,TASIUJAQ A,58.67,-69.96,Quebec
7CC0016,Saint-Armand 3.6 W,45.03,-73.09,
7CC0018,Prévost 0.6 N,45.87,-74.09,Quebec
7CC0019,Les Escoumins 2.1 SSE,48.34,-69.41,Quebec
7CC0022,Saint-Adolphe-d'Howard 1.4 NW,45.98,-74.35,Quebec
7CC0028,Coteau-du-Lac 0.5 SW,45.29,-74.18,Quebec
7CC0034,Saint-Jean-sur-Richelieu 4.8 NNW,45.35,-73.3,Quebec
7CC0037,Laval 3.8 SSW,45.55,-73.77,Quebec
7CC0041,MONTRÉAL 1.9 S,45.51,-73.56,Quebec
7CC0042,RAPIDES-DES-JOACHIMS 2.6 NW,46.21,-77.72,Quebec
7CC0045,DEUX-MONTAGNES 2.9 ESE,45.52,-73.86,Quebec
7CC0047,SAINTE-FOY 1.8 ENE,46.77,-71.27,Quebec
7CC0048,MONTRÉAL 2.6 SSW,45.51,-73.58,Quebec
7CC0051,BELOEIL 0.7 NW,45.58,-73.21,Quebec
7CC0052,SHAWINIGAN 5.0 WNW,46.59,-72.8,Quebec
7CC0053,SAINTE-FOY 1.3 NW,46.77,-71.31,Quebec
7CC0055,DEUX-MONTAGNES 2.9 ESE,45.52,-73.86,Quebec
7CC0056,SUTTON 2.6 N,45.13,-72.61,Quebec
7CC0057,ACTON VALE 1.3 N,45.66,-72.57,Quebec
7CC0059,NOTRE-DAME-DES-BOIS 0.2 SW,45.39,-71.08,Quebec
7CC0061,PRÉVOST 0.9 NE,45.87,-74.08,Quebec
7CC0062,SAINT-LUC-DE-BELLECHASSE 2.2 SE,46.5,-70.46,Quebec
7CC0066,SAINT-ARMAND 4.2 ESE,45.02,-72.99,Quebec
7CC0068,GRANBY 1.0 ESE,45.4,-72.72,Quebec
7CC0069,FRELIGHSBURG 10.3 E - MOUNT PINNACLE LAND TRUST,45.06,-72.71,Quebec
7CC0071,FRELIGHSBURG 7.2 E - MOUNT PINNACLE LAND TRUST,45.06,-72.75,Quebec
7CC0072,EAST BROUGHTON 0.2 ESE,46.22,-71.07,Quebec
7CC0073,QUÉBEC 1.3 N,46.82,-71.22,Quebec
7CC0075,CHELSEA 2.5 SE,45.49,-75.76,Quebec
7CC0076,EAST PINNACLE,45.02,-72.72,Quebec
7CC0077,RIGAUD 4.5 ESE,45.46,-74.25,Quebec
7CC0079,DUNHAM 5.5 WNW,45.15,-72.87,Quebec
7CC0081,LORETTEVILLE 1.3 SSW,46.84,-71.37,Quebec
7CC0084,SAINT-URBAIN 3.3 SSW,47.53,-70.56,Quebec
7CC0085,LACHINE 1.2 WNW,45.44,-73.7,Quebec
7CC0086,SAINT-COLOMBAN 4.6 NE,45.77,-74.1,Quebec
7CC0087,GRANBY 0.4 NE,45.41,-72.73,Quebec
7CC0088,QUARTIER 5-1,46.91,-71.19,Quebec
7CC0089,WAKEFIELD 5.8 ENE,45.65,-75.86,Quebec
7CC0090,MONT-BRUN 13.1 ESE,48.32,-78.56,Quebec
7CC0092,LUSKVILLE 6.9 WNW,45.56,-76.1,Quebec
7CC0096,SAWYERVILLE 1.7 NE,45.35,-71.55,Quebec
7CC0097,VAL-DES-LACS 3.2 SW,46.16,-74.37,Quebec
7CC0099,WAKEFIELD 5.7 ENE,45.66,-75.86,Quebec
7CC0100,FERME-NEUVE 5.3 SSW,46.65,-75.47,Quebec
7CC0101,NOTRE-DAME-DES-BOIS 0.8 SE,45.39,-71.07,Quebec
8100300,AROOSTOOK,46.71,-67.72,New Brunswick
8100467,BAS CARAQUET,47.8,-64.83,New Brunswick
8100468,BAS CARAQUET,47.8,-64.87,New Brunswick
8100503,BATHURST A,47.63,-65.75,New Brunswick
8100506,BATHURST A,47.63,-65.74,New Brunswick
8100593,BOUCTOUCHE CDA CS,46.43,-64.77,New Brunswick
8100885,CHARLO AUTO,47.99,-66.33,New Brunswick
8100989,MIRAMICHI RCS,47.01,-65.47,New Brunswick
8101201,DOAKTOWN AUTO RCS,46.59,-66.01,New Brunswick
8101303,EDMUNDSTON,47.42,-68.32,New Brunswick
8101505,FREDERICTON INTL A,45.87,-66.54,New Brunswick
8101605,FREDERICTON CDA CS,45.92,-66.61,New Brunswick
8101746,FUNDY PARK (ALMA) CS,45.6,-64.95,New Brunswick
8101794,GAGETOWN AWOS A,45.84,-66.45,New Brunswick
8101925,GRAND MANAN SAR CS,44.71,-66.8,New Brunswick
8102326,KOUCHIBOUGUAC,46.79,-65.01,New Brunswick
8102536,MACTAQUAC PROV PARK,45.95,-66.9,New Brunswick
8102848,MECHANIC SETTLEMENT,45.69,-65.17,New Brunswick
8103050,MISCOU ISLAND (AUT),48.01,-64.49,
8103201,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,46.11,-64.68,New Brunswick
8103202,MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,46.11,-64.68,New Brunswick
8103780,OAK POINT,45.51,-66.1,New Brunswick
8104201,POINT LEPREAU CS,45.07,-66.45,
8104295,RED PINES,47.44,-65.6,New Brunswick
8104900,SAINT JOHN A,45.32,-65.89,New Brunswick
8104901,SAINT JOHN A,45.32,-65.89,New Brunswick
8104935,ST. STEPHEN,45.21,-67.25,New Brunswick
8105210,SUSSEX FOUR CORNERS,45.74,-65.53,New Brunswick
8105603,WOODSTOCK NEWBRIDGE,46.15,-67.54,New Brunswick
81CC001,FREDERICTON 4.0 SSE,45.93,-66.63,New Brunswick
81CC004,FREDERICTON 4.9 NE,45.99,-66.59,New Brunswick
81CC005,OAK POINT 0.9 SSW,45.51,-66.1,New Brunswick
81CC006,FREDERICTON 5.1 SSE,45.92,-66.63,New Brunswick
81CC007,CHAMCOOK 6.1 NNW,45.17,-67.08,New Brunswick
81CC008,KESWICK RIDGE 2.3 SSE,45.98,-66.87,New Brunswick
81CC011,MIRAMICHI 3.3 S,46.99,-65.51,New Brunswick
81CC013,BATHURST 3.8 NW,47.64,-65.69,New Brunswick
81CC016,MIDDLETON 0.6 NNE,45.92,-64.51,New Brunswick
81CC018,MCLEOD HILL 1.1 ENE,46.03,-66.67,New Brunswick
81CC027,IRISHTOWN 3.4 NNW,46.22,-64.81,New Brunswick
81CC028,SUSSEX CORNER 1.4 NE (KRWRC),45.72,-65.46,New Brunswick
81CC029,SUSSEX 1.0 WNW (KRWRC),45.73,-65.53,New Brunswick
81CC032,BERWICK 1.7 N (KRWRC),45.79,-65.59,New Brunswick
81CC034,O'DONNELLS 0.2 N,46.52,-66.27,New Brunswick
81CC038,GRAND FALLS 2.2 NE,47.06,-67.73,New Brunswick
81CC045,Cornhill 6.1 SSW - KWRC,45.86,-65.37,New Brunswick
81CC046,Maces Bay 7.3 SSW,45.06,-66.82,
81CC049,MILLTOWN 1.1 NNE,45.18,-67.29,
81CC050,Doyleville 2.4 WNW,47.91,-66.13,New Brunswick
81CC053,Harvey 1.9 SSE,45.71,-64.7,New Brunswick
81CC055,FREDERICTON 4.5 N,46.0,-66.64,New Brunswick
81CC057,Jolicure 2.8 NE,45.96,-64.19,New Brunswick
81CC058,Sackville 2.1 N,45.91,-64.37,New Brunswick
81CC060,Waterside 4.0 E,45.62,-64.78,New Brunswick
81CC064,Keswick Ridge 4.0 SE,45.97,-66.86,New Brunswick
81CC076,Grande-Digue 5.1 N,46.34,-64.57,New Brunswick
81CC081,Keswick Ridge 2.5 NW,46.01,-66.91,New Brunswick
81CC082,Hanwell 0.9 ENE,45.88,-66.77,New Brunswick
81CC083,ST. STEPHEN 1.5 SW,45.19,-67.29,New Brunswick
81CC084,NORTON 7.1 WNW - KWRC,45.66,-65.78,New Brunswick
81CC087,BERWICK 4.4 SW,45.76,-65.64,New Brunswick
81CC093,HOPEWELL CAPE 1.8 SSE,45.83,-64.58,New Brunswick
81CC094,KINGSCLEAR 1.8 SE,45.88,-66.88,New Brunswick
81CC095,KINGSCLEAR 3.2 ESE,45.88,-66.86,New Brunswick
81CC096,SAINT-IGNACE 2.6 NE,46.71,-65.06,New Brunswick
81CC097,NEW MARYLAND 0.6 NW,45.9,-66.69,New Brunswick
81CC098,HOYT 4.2 S,45.55,-66.55,New Brunswick
81CC101,GRAND HARBOUR 1.1 S,44.68,-66.77,
81CC104,PENNFIELD RIDGE 2.7 SSW,45.09,-66.71,New Brunswick
81CC105,SISSON BROOK 3.8 E,46.98,-67.33,New Brunswick
81CC107,ANAGANCE 2.9 SSE,45.84,-65.24,New Brunswick
81CC108,LINCOLN 2.7 SSE,45.88,-66.57,New Brunswick
81CC118,UPHAM 0.7 ENE - HRAA,45.49,-65.66,New Brunswick
81CC119,HANWELL 5.6 NNE,45.93,-66.76,New Brunswick
81CC124,HANWELL 3.9 NE,45.9,-66.75,New Brunswick
81CC126,EDMUNDSTON 2.3 NE - SAJESS,47.38,-68.32,New Brunswick
81CC134,ST. HILAIRE 0.4 W - SAJESS,47.29,-68.41,New Brunswick
81CC136,MCLEOD HILL 0.4 SSW,46.02,-66.68,New Brunswick
81CC137,EEL RIVER LAKE 1.7 S,45.82,-67.65,New Brunswick
81CC146,FREDERICTON 1.9 ENE,45.96,-66.62,New Brunswick
81CC149,CAP-PELE 2.0 N,46.23,-64.27,New Brunswick
81CC150,ANFIELD 3.0 ENE,46.94,-67.48,New Brunswick
81CC151,EDMUNDSTON 1.7 NE,47.38,-68.32,New Brunswick
81CC152,SAINT-BASILE 5.8 NNE,47.4,-68.2,New Brunswick
81CC154,EDMUNDSTON 3.5 NE,47.39,-68.31,New Brunswick
81CC155,GRAND FALLS 2.2 ENE,47.05,-67.72,New Brunswick
81CC156,HARVEY 3.8 NNW,45.76,-67.03,New Brunswick
81CC159,SACKVILLE 2.0 N,45.91,-64.37,New Brunswick
81CC167,NORTON 8.2 W,45.63,-65.81,New Brunswick
81CC168,WIRRAL 10.8 SW,45.44,-66.58,New Brunswick
81CC170,SAINT JOHN 8.0 NNE,45.34,-66.03,New Brunswick
81CC171,ROGERSVILLE 5.6 NW,46.77,-65.47,New Brunswick
81CC172,WHITE HEAD 1.5 ESE,44.63,-66.7,New Brunswick
81CC174,MCLEOD HILL 1.3 SSW,46.02,-66.69,New Brunswick
81CC175,VIOLETTE SETTLEMENT 3.6 S,47.14,-67.81,New Brunswick
81CC176,FREDERICTON 3.6 SSE,45.93,-66.62,New Brunswick
81CC177,FREDERICTON 4.0 WNW,45.96,-66.7,New Brunswick
81CC178,FREDERICTON 7.8 NNW,46.02,-66.68,New Brunswick
8200255,BACCARO PT,43.45,-65.47,
8200558,BEAVER ISLAND (AUT),44.82,-62.33,
8200573,BEDFORD BASIN,44.71,-63.63,Nova Scotia
8200574,BEDFORD RANGE,44.75,-63.66,Nova Scotia
8200604,BRIER ISLAND,44.29,-66.35,
8200774,CARIBOU POINT (AUT),45.77,-62.68,
8200828,CHETICAMP HIGHLANDS NATIONAL PARK,46.65,-60.95,Nova Scotia
8201001,COLLEGEVILLE AUTO,45.49,-62.01,Nova Scotia
8201390,DEBERT,45.42,-63.47,Nova Scotia
8201780,ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,45.92,-60.65,Nova Scotia
8201969,GRAND ETANG,46.55,-61.05,
8202000,GREENWOOD A,44.98,-64.92,Nova Scotia
8202195,EMERGENCY WEATHER STATION #2,44.73,-64.46,Nova Scotia
8202240,HALIFAX DOCKYARD,44.66,-63.58,
8202249,HALIFAX STANFIELD INT'L A,44.88,-63.51,Nova Scotia
8202251,HALIFAX STANFIELD INT'L A,44.88,-63.51,Nova Scotia
8202252,HALIFAX KOOTENAY,44.59,-63.55,Nova Scotia
8202255,HALIFAX WINDSOR PARK,44.66,-63.61,Nova Scotia
8202318,HART ISLAND (AUT),45.35,-60.98,
8202502,INGONISH BEACH RCS,46.66,-60.41,Nova Scotia
8202592,KEJIMKUJIK 1,44.4,-65.2,Nova Scotia
8202810,KENTVILLE CDA CS,45.07,-64.48,Nova Scotia
8202896,LAKE MAJOR,44.72,-63.48,Nova Scotia
8203163,LOUISBOURG,45.92,-59.97,Nova Scotia
8203210,LUNENBURG,44.36,-64.3,
8203405,MALAY FALLS,44.98,-62.48,Nova Scotia
8203478,MCNABS ISLAND (AUT),44.6,-63.53,
8203702,NAPPAN AUTO,45.76,-64.24,Nova Scotia
8204154,NORTHEAST MARGAREE (AUT),46.37,-60.98,Nova Scotia
8204161,NORTH MOUNTAIN CS,46.82,-60.67,Nova Scotia
8204190,OSBORNE HEAD DND,44.61,-63.42,
8204193,UPPER STEWIACKE RCS,45.23,-63.06,Nova Scotia
8204402,PARRSBORO,45.41,-64.35,Nova Scotia
8204453,POCKWOCK LAKE,44.77,-63.83,Nova Scotia
8204495,PORT HAWKESBURY,45.66,-61.37,Nova Scotia
8204703,SABLE ISLAND A,43.95,-59.96,
8204708,SABLE ISLAND,43.95,-60.01,
8204909,ST PAUL ISLAND (AUT),47.23,-60.14,
8205092,SHEARWATER RCS,44.63,-63.51,Nova Scotia
8205093,SHEARWATER JETTY,44.63,-63.52,Nova Scotia
8205130,SHELBURNE SANDY POINT,43.7,-65.32,Nova Scotia
8205701,SYDNEY A,46.16,-60.05,Nova Scotia
8205702,SYDNEY CS,46.16,-60.04,Nova Scotia
8205703,SYDNEY A,46.16,-60.05,Nova Scotia
8205895,TRACADIE,45.61,-61.68,Nova Scotia
8206222,WATERVILLE CAMBRIDGE,45.05,-64.65,Nova Scotia
8206240,WESTERN HEAD,43.99,-64.66,
8206491,YARMOUTH RCS,43.83,-66.09,Nova Scotia
8206495,YARMOUTH A,43.83,-66.09,Nova Scotia
8206496,YARMOUTH A,43.83,-66.09,Nova Scotia
82CC001,LIVERPOOL 3.0 N,44.06,-64.71,Nova Scotia
82CC003,WOLFVILLE 7.1 ESE,45.08,-64.27,Nova Scotia
82CC004,ANTIGONISH HARBOUR 1.4 SE,45.71,-61.9,Nova Scotia
82CC006,DUNCANS COVE 0.4 ESE,44.5,-63.53,Nova Scotia
82CC010,FALL RIVER 2.8 NE,44.83,-63.58,Nova Scotia
82CC012,PUGWASH JUNCTION 1.5 SE,45.79,-63.62,Nova Scotia
82CC013,TRURO 5.0 ENE,45.38,-63.23,Nova Scotia
82CC016,HALIFAX 2.4 WSW,44.64,-63.6,Nova Scotia
82CC018,HAMMONDS PLAINS 2.1 NNW,44.75,-63.79,Nova Scotia
82CC019,DARTMOUTH 5.7 E,44.67,-63.5,Nova Scotia
82CC020,SPANISH SHIP BAY 0.6 NE,45.03,-62.03,Nova Scotia
82CC023,MIDDLETON 7.8 NNW,45.0,-65.12,Nova Scotia
82CC030,WEST PORTERS LAKE 2.0 SSE,44.67,-63.3,Nova Scotia
82CC036,HALIFAX 2.2 SW,44.64,-63.6,Nova Scotia
82CC039,ST. ANNS 2.8 NW,46.25,-60.64,Nova Scotia
82CC043,BEDFORD 0.6 WNW,44.73,-63.68,Nova Scotia
82CC045,SPRINGFIELD 4.2 NNE,44.67,-64.85,Nova Scotia
82CC046,HAMMOND PLAINS 2.0 SSE,44.71,-63.73,Nova Scotia
82CC053,PORT MAITLAND 1.2 NNE,43.99,-66.15,Nova Scotia
82CC056,HAMMOND PLAINS 2.9 WSW,44.72,-63.82,Nova Scotia
82CC060,HOWIE CENTRE 3.2 WSW,46.06,-60.32,Nova Scotia
82CC062,TRURO 1.6 ESE,45.36,-63.27,Nova Scotia
82CC063,CEDAR LAKE 1.0 SSW,44.03,-66.1,Nova Scotia
82CC068,RAWDON GOLD MINES 3.4 N,45.09,-63.77,Nova Scotia
82CC069,LOWER WEST PUBNICO 0.3 NE,43.63,-65.8,Nova Scotia
82CC074,BADDECK FORKS 2.5 E,46.19,-60.73,Nova Scotia
82CC081,SCOTS BAY 3.1 WNW,45.31,-64.43,
82CC082,YARMOUTH 7.4 S,43.77,-66.11,Nova Scotia
82CC083,CENTRELEA 1.2 NNW,44.83,-65.33,Nova Scotia
82CC086,NAPPAN 1.7 E,45.77,-64.22,Nova Scotia
82CC092,Tarbot 1.3 NE CBN,46.34,-60.61,Nova Scotia
82CC094,Margaree Forks 2.6 SSE CBN,46.31,-61.08,Nova Scotia
82CC097,South Harbour 1.8 N CBN,46.88,-60.46,Nova Scotia
82CC101,Bedford 0.7 NNE,44.74,-63.65,Nova Scotia
82CC102,Northside 6.3 NE,46.21,-60.5,Nova Scotia
82CC103,Trafalgar 4.9 WSW,45.26,-62.72,Nova Scotia
82CC105,Tusket 7.4 S,43.79,-65.96,Nova Scotia
82CC108,West Chezzetcook 1.3 NNW,44.73,-63.27,Nova Scotia
82CC109,Sandy Cove 0.2 SW,44.49,-66.09,Nova Scotia
82CC110,Upper LaHave 2.8 SE,44.35,-64.42,Nova Scotia
82CC114,MILFORD STATION 3.2 SE,45.03,-63.4,Nova Scotia
82CC119,Meteghan River 4.3 E,44.22,-66.09,Nova Scotia
82CC120,Collingwood Corner 4.9 NNE,45.65,-63.92,Nova Scotia
82CC134,Halifax 0.9 ENE,44.65,-63.59,Nova Scotia
82CC142,Mahone Bay 0.5 NE,44.45,-64.38,Nova Scotia
82CC151,SYDNEY 2.7 NE,46.15,-60.16,Nova Scotia
82CC152,DARTMOUTH 4.0 NNE,44.7,-63.54,Nova Scotia
82CC153,LOWER SACKVILLE 2.0 WNW,44.77,-63.69,Nova Scotia
82CC159,NORTHPORT 0.1 NE,45.93,-63.87,Nova Scotia
82CC160,DARTMOUTH 2.3 ENE,44.68,-63.53,Nova Scotia
82CC163,SYDNEY MINES 2.2 WNW,46.25,-60.25,Nova Scotia
82CC165,HAMMONDS PLAINS 2.2 N,44.75,-63.79,Nova Scotia
82CC166,PORT MORIEN 5.7 SSE,46.08,-59.86,
82CC167,DARTMOUTH 1.4 E,44.67,-63.55,Nova Scotia
82CC170,ELMSDALE 9.0 SE,44.91,-63.43,Nova Scotia
82CC171,PICTOU LANDING 0.2 S,45.67,-62.69,
82CC172,TIMBERLEA 3.5 ESE,44.65,-63.71,Nova Scotia
82CC173,GLEN HAVEN 1.9 WSW,44.64,-63.93,Nova Scotia
82CC174,PICTOU 7.1 WSW,45.67,-62.8,Nova Scotia
82CC175,NEW GLASGOW 1.4 WNW,45.59,-62.66,Nova Scotia
82CC176,HALIFAX 2.2 NNW,44.67,-63.62,Nova Scotia
82CC177,NEWCOMBVILLE 5.2 SSW,44.34,-64.65,Nova Scotia
82CC180,EASTERN PASSAGE 0.8 S,44.61,-63.48,Nova Scotia
82CC182,GLEN HAVEN 0.4 WSW,44.64,-63.91,Nova Scotia
82CC184,BEAR RIVER 0.6 SE,44.57,-65.63,Nova Scotia
82CC188,HUBBARDS 0.7 SE,44.64,-64.05,Nova Scotia
82CC190,SHEET HARBOUR 0.6 SE,44.92,-62.53,Nova Scotia
82CC192,CHERRY HILL 0.6 W,44.15,-64.5,Nova Scotia
82CC193,LUNENBURG 2.5 NNW,44.4,-64.33,Nova Scotia
82CC196,BEAR RIVER 0.8 E - MI'KMAW CONSERVATION,44.58,-65.63,Nova Scotia
82CC201,HALIFAX 2.8 NNW,44.67,-63.61,Nova Scotia
82CC202,NEW MINAS 0.5 NE,45.07,-64.45,Nova Scotia
82CC204,HALIFAX 8.2 NW,44.7,-63.67,Nova Scotia
82CC205,BARSS CORNER 3.5 ESE,44.55,-64.64,Nova Scotia
82CC206,OLD BARNS 0.1 SE,45.34,-63.4,Nova Scotia
82CC211,DARTMOUTH 0.7 N,44.68,-63.56,Nova Scotia
82CC214,LOWER FIVE ISLANDS 2.7 S,45.41,-64.07,Nova Scotia
82CC215,CLEVELAND 1.4 SE,45.66,-61.22,Nova Scotia
82CC217,MIDDLE RIVER 4.2 NNW,46.19,-60.94,Nova Scotia
82CC218,MILTON 0.8 NW,44.07,-64.76,Nova Scotia
82CC219,GABARUS 0.4 SSE,45.83,-60.14,Nova Scotia
82CC221,LEQUILLE 0.4 NNW,44.74,-65.5,Nova Scotia
82CC223,HEBBS CROSS 4.0 ENE,44.31,-64.52,Nova Scotia
82CC224,LAKE ECHO 1.6 SSW,44.72,-63.4,Nova Scotia
82CC225,CENTREVILLE 0.4 E,45.13,-64.52,Nova Scotia
82CC226,NEW SALEM 1.9 SSW,45.41,-64.8,Nova Scotia
82CC227,PETITE RIVIÈRE 3.5 NW,44.25,-64.48,Nova Scotia
82CC232,PROSPECT 2.9 NNW,44.49,-63.8,Nova Scotia
82CC233,TUSKET 7.4 S,43.79,-65.96,Nova Scotia
82CC235,CENTRAL ONSLOW 1.2 WNW,45.38,-63.38,Nova Scotia
82CC237,WESTMOUNT 4.8 NNE,46.18,-60.2,
82CC239,KENZIEVILLE 2.7 SE,45.57,-62.28,Nova Scotia
82CC240,SYDNEY 6.8 NNW,46.19,-60.2,Nova Scotia
82CC242,BLOCKHOUSE 1.5 SW,44.44,-64.42,Nova Scotia
82CC245,HALIFAX 2.2 NNW,44.67,-63.61,Nova Scotia
82CC246,SHEET HARBOUR 4.5 ESE,44.91,-62.48,Nova Scotia
82CC247,DOVER 0.3 NE,45.29,-61.05,Nova Scotia
82CC248,SHEET HARBOUR 10.6 NNE,45.01,-62.48,Nova Scotia
82CC249,MOSER RIVER 0.1 NNW,44.98,-62.25,Nova Scotia
82CC250,SHEET HARBOUR 9.0 SE,44.86,-62.46,Nova Scotia
82CC251,MOSER RIVER 8.3 SSW,44.91,-62.31,Nova Scotia
82CC253,SHEET HARBOUR 9.8 SE,44.85,-62.46,Nova Scotia
82CC254,CHELSEA 5.2 SW,44.34,-64.81,Nova Scotia
82CC255,PEAS BROOK 0.9 E,45.35,-61.3,Nova Scotia
