STATION_AES,STATION_NAME,LATITUDE,LONGITUDE,province
504K0NM,OAKPOINT MARINE,50.5,-98.04,Manitoba
504K80K,SWAN RIVER RCS,52.11,-101.23,Manitoba
5050919,FLIN FLON,54.68,-101.68,Manitoba
5050920,FLIN FLON,54.77,-101.88,Manitoba
5050973,FLIN FLON A,54.68,-101.68,Manitoba
5052880,THE PAS A,53.97,-101.1,Manitoba
5052882,THE PAS A,53.97,-101.09,Manitoba
5052890,THE PAS CLIMATE,53.97,-101.1,Manitoba
5060595,CHURCHILL A,58.74,-94.07,Manitoba
5060605,CHURCHILL A,58.74,-94.07,Manitoba
5060608,CHURCHILL CLIMATE,58.73,-94.07,Manitoba
5060622,CROSS LAKE JENPEG 2,54.54,-98.03,Manitoba
5060999,GILLAM,56.36,-94.7,Manitoba
5061022,GILLAM A,56.36,-94.71,Manitoba
5061025,GILLAM A,56.36,-94.71,Manitoba
5061374,ISLAND LAKE A,53.86,-94.65,Manitoba
5061422,KELSEY DAM CS,56.04,-96.51,Manitoba
5061645,LYNN LAKE,56.86,-101.08,Manitoba
5061649,LYNN LAKE RCS,56.85,-101.07,Manitoba
5062040,NORWAY HOUSE,53.96,-97.84,Manitoba
5062835,TADOULE LAKE,58.71,-98.51,Manitoba
5062840,TADOULE LAKE CS,58.72,-98.5,Manitoba
5062921,THOMPSON A,55.8,-97.86,Manitoba
5CC0000,WINNIPEG 0.2 SSE TEST,49.9,-97.14,Manitoba
5CC0007,ALONSA 0.2 SE,50.8,-98.98,Manitoba
5CC0008,BRANDON 20.2 SE,49.76,-99.85,Manitoba
5CC0020,WOODLANDS 1.5 SE,50.2,-97.65,Manitoba
5CC0023,MIAMI 10.4 SW,49.3,-98.33,Manitoba
5CC0031,KILLARNEY 1.2 NE,49.19,-99.65,Manitoba
5CC0032,PINAWA 1.0 SW,50.15,-95.89,Manitoba
5CC0043,HIGH BLUFF 7.4 NNE,50.08,-98.1,Manitoba
5CC0044,EMERSON 5.5 W,49.02,-97.31,Manitoba
5CC0045,WINKLER 2.0 SSE,49.16,-97.93,Manitoba
5CC0048,LOCKPORT 2.1 WSW,50.08,-96.97,Manitoba
5CC0049,KILLARNEY 7.2 NNW,49.24,-99.71,Manitoba
5CC0050,MORDEN 3 NNE,49.22,-98.09,Manitoba
5CC0052,CLANDEBOYE 3.2 N,50.27,-96.97,Manitoba
5CC0053,HARGRAVE 5.7 WNW,49.93,-101.16,Manitoba
5CC0056,LORETTE 3.2 NW,49.76,-96.91,Manitoba
5CC0057,WINNIPEG BEACH 2.2 SE,50.49,-96.95,Manitoba
5CC0062,STEINBACH 8.8 SSW,49.45,-96.74,Manitoba
5CC0065,LOCKPORT 1.4 NNW,50.09,-96.95,Manitoba
5CC0067,MANITOU 0.03 S,49.24,-98.54,Manitoba
5CC0075,VIRDEN 3.8 SE,49.84,-100.88,Manitoba
5CC0076,WALDERSEE 0.1 S,50.56,-99.05,Manitoba
5CC0077,MORDEN 18.9 S,49.02,-98.11,Manitoba
5CC0079,NEEPAWA 0.3 WSW,50.23,-99.47,Manitoba
5CC0084,OAK LAKE 7.8 NE,49.81,-100.55,Manitoba
5CC0090,STE ANNE 4.8 E,49.67,-96.58,Manitoba
5CC0091,WINNIPEG 11.2 W,49.88,-97.29,Manitoba
5CC0092,MORRIS 6.3 NE,49.4,-97.31,Manitoba
5CC0102,OAK RIVER 4.7 N,50.18,-100.44,Manitoba
5CC0106,SUNDOWN 3.5 W,49.1,-96.32,Manitoba
5CC0113,ARGYLE 8.5 N,50.28,-97.45,Manitoba
5CC0116,MORDEN 1.2 SSW,49.18,-98.1,Manitoba
5CC0121,GREEN RIDGE 2.2 NW,49.18,-97.01,Manitoba
5CC0124,WINNIPEG 8.5 E,49.91,-97.02,Manitoba
5CC0126,BOISSEVAIN 7.5 WSW,49.2,-100.15,Manitoba
5CC0127,WINNIPEG 12.2 SSW,49.79,-97.16,Manitoba
5CC0133,ST PIERRE JOLYS 2.5 NW,49.46,-97.01,Manitoba
5CC0134,JUSTICE 3.5 WSW,49.98,-99.84,Manitoba
5CC0136,SARTO 5.2 NNE,49.45,-96.73,Manitoba
5CC0141,WINNIPEG 4.8 SSE -EE,49.86,-97.11,Manitoba
5CC0143,WINNIPEG 10.3 E,49.9,-97.0,Manitoba
5CC0144,PORTAGE LA PRAIRIE 4.2 ESE,49.96,-98.24,Manitoba
5CC0155,BRANDON 6.1 WNW -4H,49.87,-100.04,Manitoba
5CC0157,NEGGINAN 23.5 SW,54.93,-97.43,Manitoba
5CC0160,WINNIPEG 12.0 WSW -STAM,49.87,-97.3,Manitoba
5CC0162,DURBAN 43.9 SSE,51.55,-101.29,Manitoba
5CC0163,PINEY 16.1 SE -MAF,49.02,-95.96,Manitoba
5CC0164,WINNIPEG 11.8 W,49.89,-97.31,Manitoba
5CC0180,NARCISSE 0.6 WNW -4H,50.69,-97.53,Manitoba
5CC0181,SANFORD 0.8 ESE,49.68,-97.44,Manitoba
5CC0184,DARLINGFORD 11.6 SE,49.13,-98.27,Manitoba
5CC0187,Winnipeg 11.9 S,49.79,-97.14,Manitoba
5CC0195,Hamiota 4.6 ESE,50.17,-100.54,Manitoba
5CC0198,WINNIPEG 9.8 W -BRUCEMDLSCHOOL,49.88,-97.27,Manitoba
5CC0201,WINNIPEG 8.1 E,49.89,-97.03,Manitoba
5CC0202,WINNIPEG 3.3 W,49.9,-97.19,Manitoba
5CC0205,ROSENORT 0.0 NNW,49.46,-97.43,Manitoba
5CC0206,WINNIPEG 9.6 WSW,49.86,-97.26,Manitoba
5CC0214,St Francois Xavier 8.7 NW,49.96,-97.63,Manitoba
5CC0222,Beausejour 7.9 SE - MAFRD,50.01,-96.43,Manitoba
5CC0224,Vita 0.2 E,49.13,-96.56,Manitoba
5CC0225,Wawanesa 8.1 NNW,49.67,-99.71,Manitoba
5CC0228,Morden 0.8 E - 4H,49.19,-98.1,Manitoba
5CC0237,Winnipeg 12.0 SSW,49.8,-97.22,Manitoba
5CC0243,Sundown 13.0 SE -SRRCD,49.01,-96.17,Manitoba
5CC0244,Morris 12.4 ESE - SRRCD,49.33,-97.2,Manitoba
5CC0245,Zhoda 2.9 SE - SRRCD,49.28,-96.51,Manitoba
5CC0246,Rosa 3.5 SE - SRRCD,49.23,-96.81,Manitoba
5CC0249,Letellier 3.4 WSW,49.12,-97.35,Manitoba
5CC0251,Winkler 1.6 NNW,49.19,-97.95,Manitoba
5CC0252,Lorette 0.7 SW,49.73,-96.88,Manitoba
5CC0264,Virden 0.8 W - 4H,49.86,-100.93,Manitoba
5CC0266,La Salle 4.3 E - 4H,49.7,-97.21,Manitoba
5CC0270,East St Paul 0.4 SSW,49.98,-97.01,Manitoba
5CC0271,Letellier 0.6 ENE,49.14,-97.3,Manitoba
5CC0273,Somerset 0.5 S,49.41,-98.66,Manitoba
5CC0292,Brandon 3.1 NNE,49.87,-99.94,Manitoba
5CC0296,Headingley 0.6 SW - CANWARN,49.87,-97.41,Manitoba
5CC0298,Gardenton 4.2 W - SRRCD,49.09,-96.75,Manitoba
5CC0318,Morris 14.2 ESE,49.32,-97.18,Manitoba
5CC0323,Steinbach 1.5 NNE,49.54,-96.68,Manitoba
5CC0331,Morris 8.2 ENE,49.37,-97.26,Manitoba
5CC0335,Libau 6.9 ENE,50.3,-96.63,Manitoba
5CC0339,Morris 0.6 E,49.35,-97.36,Manitoba
5CC0346,St Germain South 2.5 W,49.77,-97.16,Manitoba
5CC0361,Winnipeg 0.3 S,49.9,-97.14,Manitoba
5CC0362,Cypress River 0.3 WNW,49.56,-99.09,Manitoba
5CC0364,Winnipeg 11.8 W,49.89,-97.3,Manitoba
5CC0365,WEST ST PAUL 1.8 WSW,50.01,-97.13,Manitoba
5CC0367,ROBLIN 5.9 SSE,51.18,-101.33,Manitoba
5CC0368,WHITESHELL 1.3 NE,49.74,-95.19,Manitoba
5CC0369,MATLOCK 6.3 WSW,50.42,-97.05,Manitoba
5CC0371,ST LEON INTERPRETIVE CTR 0.1 SSE,49.36,-98.59,Manitoba
5CC0374,WINNIPEG 7.6 ESE,49.89,-97.04,Manitoba
5CC0375,MANITOU 5.7 NNW,49.28,-98.57,Manitoba
5CC0376,PILOT MOUND 0.2 E,49.2,-98.89,Manitoba
5CC0377,STEPHENFIELD 10.2 NNE,49.6,-98.21,Manitoba
5CC0379,ELIE 3.4 S,49.87,-97.77,Manitoba
5CC0380,STONEWALL 1.5 WSW,50.13,-97.34,Manitoba
5CC0382,WINNIPEG 8.7 SE,49.84,-97.06,Manitoba
5CC0385,STONEWALL 9.4 NE,50.2,-97.23,Manitoba
5CC0393,PORTAGE LA PRAIRIE 1.0 W,49.97,-98.3,Manitoba
5CC0394,GREAT FALLS 8.3 SE,50.46,-96.01,Manitoba
5CC0396,KILLARNEY 9.6 ESE,49.16,-99.53,Manitoba
5CC0399,OTTERBURNE 0.8 W,49.5,-97.05,Manitoba
5CC0409,MINITONAS 0.5 NW,52.09,-101.04,Manitoba
5CC0410,WINNIPEG 11.9 W,49.88,-97.3,Manitoba
5CC0412,SANFORD 0.9 ENE,49.68,-97.43,Manitoba
5CC0414,MORRIS 0.3 E,49.35,-97.36,Manitoba
5CC0416,PINAWA,50.15,-95.89,Manitoba
5CC0419,VIRDEN 1.5 WSW,49.85,-100.94,Manitoba
5CC0420,WINNIPEG 5.9 SW,49.86,-97.2,Manitoba
5CC0421,MINNEDOSA 0.5 SW,50.24,-99.84,Manitoba
5CC0423,ROSEISLE 1.0 W,49.5,-98.36,Manitoba
5CC0424,WINNIPEG 6.4 SE,49.86,-97.08,Manitoba
5CC0427,SANFORD 0.5 ENE,49.68,-97.44,Manitoba
5CC0429,EDWIN 0.4 S,49.89,-98.51,Manitoba
6010400,ATTAWAPISKAT A,52.93,-82.43,Ontario
6010735,BIG TROUT LAKE A,53.82,-89.9,Ontario
6010740,BIG TROUT LAKE,53.82,-89.89,Ontario
6012199,EAR FALLS (AUT),50.63,-93.22,Ontario
6012501,FORT SEVERN A,56.02,-87.68,Ontario
6014351,LANSDOWNE HOUSE A,52.2,-87.93,Ontario
6014353,LANSDOWNE HOUSE (AUT),52.2,-87.94,Ontario
6015026,MUSKRAT DAM,53.44,-91.76,Ontario
6016295,PEAWANUCK (AUT),54.98,-85.43,Ontario
6016298,PEAWANUCK A,54.99,-85.44,Ontario
6016525,PICKLE LAKE (AUT),51.45,-90.22,Ontario
6016527,PICKLE LAKE A,51.45,-90.21,Ontario
6016528,PICKLE LAKE A,51.45,-90.21,Ontario
6016971,RED LAKE A,51.07,-93.79,Ontario
6017401,SANDY LAKE A,53.06,-93.34,Ontario
6020559,BARWICK,48.63,-93.97,
6020LPQ,ATIKOKAN (AUT),48.76,-91.63,Ontario
6022474,FORT FRANCES RCS,48.65,-93.44,Ontario
6025205,MINE CENTRE SOUTHWEST,48.76,-92.62,Ontario
6032125,DRYDEN REGIONAL,49.83,-92.74,Ontario
6034073,KENORA RCS,49.79,-94.38,Ontario
6034075,KENORA A,49.79,-94.37,Ontario
6034076,KENORA A,49.79,-94.36,Ontario
6036904,RAWSON LAKE,49.65,-93.72,Ontario
6036907,RAWSON LAKE (AUT),49.66,-93.73,Ontario
6037201,ROYAL ISLAND (AUT),49.47,-94.76,
6037776,SIOUX LOOKOUT A,50.11,-91.91,Ontario
6037800,SIOUX LOOKOUT AIRPORT,50.11,-91.91,Ontario
6040325,ARMSTRONG (AUT),50.29,-88.91,Ontario
6040327,ARMSTRONG A,50.29,-88.91,Ontario
6041110,CAMERON FALLS (AUT),49.15,-88.34,Ontario
6041222,CARIBOU ISLAND (AUT),47.33,-85.83,
6042716,GERALDTON A,49.78,-86.93,Ontario
6042717,GERALDTON A,49.78,-86.94,Ontario
6042718,GERALDTON A,49.78,-86.99,Ontario
6042719,GERALDTON AIRPORT,49.78,-86.93,Ontario
6043390,HAZELWOOD,48.47,-89.27,Ontario
6044967,MARATHON A,48.76,-86.35,Ontario
6046768,PUKASKWA (AUT),48.61,-86.29,Ontario
6048232,TERRACE BAY AIRPORT,48.82,-87.09,Ontario
6048260,THUNDER BAY,48.37,-89.32,Ontario
6048262,THUNDER BAY A,48.37,-89.32,Ontario
6048268,THUNDER BAY CS,48.37,-89.33,Ontario
6049095,UPSALA (AUT),49.03,-90.47,Ontario
6049443,WELCOME ISLAND (AUT),48.37,-89.12,
6049470,LITTLE FLATLAND ISLAND (AUT),49.69,-88.31,Ontario
6054425,LAKE SUPERIOR PROVINCIAL PARK,47.72,-84.81,Ontario
6057591,SAULT STE MARIE A,46.49,-84.51,Ontario
6057593,SAULT STE. MARIE AIRPORT,46.48,-84.52,Ontario
6059413,WAWA A,47.97,-84.79,Ontario
605DJ25,KILLARNEY (AUT),45.97,-81.48,
6061365,CHAPLEAU A,47.82,-83.35,Ontario
6065006,MASSEY,46.19,-82.02,Ontario
6065252,MONETVILLE 2,46.22,-80.3,Ontario
6068145,SUDBURY CLIMATE,46.63,-80.8,Ontario
6068153,SUDBURY A,46.63,-80.8,Ontario
6070QK6,BONNER LAKE,49.38,-82.12,Ontario
6072223,EARLTON A,47.7,-79.85,Ontario
6072230,EARLTON CLIMATE,47.7,-79.85,Ontario
6073976,KAPUSKASING A,49.41,-82.47,Ontario
6073978,KAPUSKASING A,49.41,-82.47,Ontario
6073980,KAPUSKASING CDA ON,49.41,-82.44,Ontario
6074211,KIRKLAND LAKE CS,48.15,-80.0,Ontario
6075420,MOOSONEE,51.29,-80.61,Ontario
6075425,MOOSONEE UA,51.27,-80.65,Ontario
6075435,MOOSONEE RCS,51.29,-80.62,Ontario
6075543,NAGAGAMI (AUT),49.75,-84.16,Ontario
6075786,OGOKI POST A,51.66,-85.9,Ontario
6078282,TIMMINS CLIMATE,48.56,-81.39,Ontario
6078286,TIMMINS A,48.57,-81.38,Ontario
6080192,ALGONQUIN PARK EAST GATE,45.53,-78.27,Ontario
6085680,NORTH BAY A,46.36,-79.42,Ontario
6085695,NORTH BAY AIRPORT,46.38,-79.4,Ontario
6092919,GORE BAY-MANITOULIN,45.88,-82.57,Ontario
6092920,GORE BAY CLIMATE,45.88,-82.57,Ontario
6100285,APPLETON,45.19,-76.11,Ontario
6100970,BROCKVILLE CLIMATE,44.64,-75.75,Ontario
6100971,BROCKVILLE PCC,44.6,-75.67,Ontario
6101335,CHALK RIVER AECL,46.05,-77.37,Ontario
6101874,CORNWALL,45.02,-74.75,Ontario
6102J13,DRUMMOND CENTRE,45.03,-76.25,Ontario
6103024,GRENADIER ISLAND,44.42,-75.85,Ontario
6103367,HARTINGTON IHD,44.43,-76.69,Ontario
6104027,KEMPTVILLE CS,45.0,-75.63,Ontario
6104142,KINGSTON CLIMATE,44.22,-76.6,Ontario
6104152,KINGSTON A,44.23,-76.6,Ontario
6104725,LYNDHURST SHAWMERE,44.52,-76.08,Ontario
6105397,MOOSE CREEK WELLS,45.25,-74.96,Ontario
6105762,OMPAH-SEITZ,45.05,-76.78,Ontario
6105976,OTTAWA CDA,45.38,-75.72,Ontario
6105978,OTTAWA CDA RCS,45.38,-75.72,Ontario
6106001,OTTAWA INTL A,45.32,-75.67,Ontario
6106367,PEMBROKE CLIMATE,45.86,-77.25,Ontario
6106396,PETAWAWA AWOS 2,45.95,-77.32,Ontario
6107276,ST. ALBERT,45.29,-75.06,Ontario
610FC98,PETAWAWA HOFFMAN,45.88,-77.25,Ontario
6110480,BALDWIN,44.27,-79.32,Ontario
6110556,BARRIE LANDFILL,44.39,-79.74,Ontario
6110607,BEATRICE CLIMATE,45.14,-79.4,Ontario
6111769,COLDWATER WARMINSTER,44.63,-79.54,Ontario
6111792,COLLINGWOOD,44.5,-80.22,Ontario
6114295,LAGOON CITY,44.55,-79.22,Ontario
6114979,MARKDALE,44.27,-80.71,Ontario
6115529,MUSKOKA,44.97,-79.3,Ontario
6115811,ORILLIA BRAIN,44.6,-79.44,Ontario
6116257,PARRY SOUND CCG,45.34,-80.04,
6117684,SHANTY BAY,44.4,-79.63,Ontario
6117700,BARRIE-ORO,44.48,-79.55,Ontario
6118240,THORNBURY 3,44.55,-80.47,Ontario
6119055,UDORA,44.26,-79.16,Ontario
6119498,WIARTON A,44.74,-81.11,Ontario
6119499,WIARTON A,44.74,-81.11,Ontario
6119M51,WESTERN ISLAND (AUT),45.03,-80.37,
611B002,BORDEN AWOS,44.27,-79.91,Ontario
611E001,EGBERT CS,44.23,-79.78,Ontario
6122847,GODERICH,43.77,-81.72,Ontario
6124127,KINCARDINE,44.17,-81.62,Ontario
6127510,SARNIA,43.0,-82.31,Ontario
6127519,SARNIA CLIMATE,43.0,-82.3,Ontario
6128330,TOBERMORY RCS,45.23,-81.63,Ontario
6129660,WROXETER,43.86,-81.15,Ontario
6130257,AMHERSTBURG,42.1,-83.09,Ontario
6131414,CHATHAM KENT,42.31,-82.08,Ontario
6131983,DELHI CS,42.87,-80.55,Ontario
6132470,FORT ERIE,42.88,-78.97,
6133055,GRIMSBY MOUNTAIN,43.18,-79.56,Ontario
6133362,HARROW CDA AUTO,42.03,-82.9,Ontario
6134190,KINGSVILLE MOE,42.04,-82.67,Ontario
6135583,NEW GLASGOW,42.51,-81.64,Ontario
6136606,PORT COLBORNE,42.88,-79.25,Ontario
6136699,PORT WELLER (AUT),43.25,-79.22,
6137154,RIDGETOWN RCS,42.45,-81.88,Ontario
6137161,RIDGEVILLE,43.04,-79.33,Ontario
6137304,ST CATHARINES A,43.19,-79.17,Ontario
6137362,ST THOMAS WPCP,42.77,-81.21,Ontario
6138270,TILLSONBURG WWTP,42.86,-80.72,Ontario
6139141,VINELAND,43.15,-79.42,Ontario
6139148,VINELAND STATION RCS,43.18,-79.4,Ontario
6139449,WELLAND-PELHAM,42.97,-79.33,Ontario
6139520,WINDSOR RIVERSIDE,42.33,-82.93,Ontario
6139527,WINDSOR A,42.28,-82.96,Ontario
6139530,WINDSOR A,42.28,-82.96,Ontario
613F606,PORT COLBORNE (AUT),42.87,-79.25,Ontario
613P001,POINT PELEE CS,41.95,-82.52,Ontario
6140942,BRANTFORD AIRPORT,43.14,-80.33,Ontario
6142286,ELORA RCS,43.65,-80.42,Ontario
6142400,FERGUS SHAND DAM,43.73,-80.33,Ontario
6142402,FERGUS MOE,43.7,-80.38,Ontario
6142803,GLEN ALLAN,43.68,-80.71,Ontario
6143089,GUELPH TURFGRASS,43.55,-80.22,Ontario
6144239,KITCHENER/WATERLOO,43.46,-80.38,Ontario
6144473,LONDON A,43.03,-81.15,Ontario
6144478,LONDON CS,43.03,-81.15,Ontario
6145504,MOUNT FOREST (AUT),43.98,-80.75,Ontario
6147188,ROSEVILLE,43.35,-80.47,Ontario
6148122,STRATHROY-MULLIFARRY,42.98,-81.64,Ontario
6149625,WOODSTOCK,43.14,-80.77,Ontario
6150689,BELLEVILLE,44.15,-77.39,
6151061,BURLINGTON PIERS (AUT),43.3,-79.8,Ontario
6151309,CENTREVILLE,44.4,-76.91,Ontario
6151684,COBOURG (AUT),43.95,-78.17,
6151689,COBOURG STP,43.97,-78.18,Ontario
6152695,GEORGETOWN WWTP,43.64,-79.88,Ontario
6153193,HAMILTON A,43.17,-79.94,Ontario
6153301,HAMILTON RBG CS,43.29,-79.91,Ontario
6155750,OAKVILLE TWN,43.51,-79.69,Ontario
6155875,OSHAWA,43.92,-78.88,Ontario
6155878,OSHAWA WPCP,43.87,-78.83,Ontario
6156559,POINT PETRE (AUT),43.83,-77.15,
6157000,MONO CENTRE,44.03,-80.02,Ontario
6158355,TORONTO CITY,43.67,-79.4,Ontario
6158359,TORONTO CITY CENTRE,43.63,-79.4,Ontario
6158409,TORONTO BUTTONVILLE A,43.86,-79.37,Ontario
6158667,TORONTO CITY CENTRE,43.63,-79.4,Ontario
6158731,TORONTO INTL A,43.68,-79.63,Ontario
6158872,TRENTON AWOS,44.12,-77.52,Ontario
6158875,TRENTON A,44.12,-77.53,Ontario
6159123,UXBRIDGE WEST,44.1,-79.16,Ontario
615S001,TORONTO NORTH YORK,43.78,-79.47,Ontario
6163171,HALIBURTON 3,45.03,-78.53,Ontario
6166415,PETERBOROUGH A,44.23,-78.36,Ontario
6166456,PETERBOROUGH TRENT U,44.35,-78.3,Ontario
6168100,SONYA SUNDANCE MEADOWS,44.22,-78.95,Ontario
6168525,TAPLEY,44.17,-78.5,Ontario
616I001,BANCROFT AUTO,45.07,-77.88,Ontario
6CC0004,BLENHEIM 9.8 E,42.34,-81.88,Ontario
6CC0005,OWEN SOUND 1.5 NW,44.58,-80.95,Ontario
6CC0006,CHATHAM 6.5 SW,42.36,-82.24,Ontario
6CC0009,WINDSOR 1.7 SE,42.28,-83.03,Ontario
6CC0014,BURFORD 4.7 SE,43.07,-80.39,Ontario
6CC0022,CARLETON PLACE 11.4 SSW MIVCA,45.04,-76.2,Ontario
6CC0023,CARP 3.0 WNW MIVCA,45.36,-76.07,Ontario
6CC0025,STITTSVILLE 0.8 SSE MIVCA,45.25,-75.91,Ontario
6CC0033,BURLINGTON 1.7 W,43.37,-79.84,Ontario
6CC0042,VANKLEEK HILL 3.4 S,45.49,-74.65,Ontario
6CC0043,THUNDER BAY 3.7 NW,48.44,-89.27,Ontario
6CC0056,Ridgetown 6.2 N,42.5,-81.88,Ontario
6CC0062,PALMERSTON 5.8 NE,43.88,-80.81,Ontario
6CC0063,FISHERVILLE 5.7 SSW,42.83,-79.93,Ontario
6CC0064,BURLINGTON 3.4 SSE,43.34,-79.8,Ontario
6CC0070,THUNDER BAY 3.2 WNW LRCA,48.42,-89.28,Ontario
6CC0071,ST. MARYS 4.7 W,43.26,-81.19,Ontario
6CC0075,DASHWOOD 7.4 W,43.36,-81.73,
6CC0076,Emo 14.7 N,48.76,-93.8,Ontario
6CC0080,WALTON 1.1 ESE,43.68,-81.29,Ontario
6CC0086,GUELPH 5.1 S,43.5,-80.24,Ontario
6CC0087,O'CONNOR 3.7 WSW LRCA,48.35,-89.75,Ontario
6CC0092,DUNROBIN 1.9 W MVCA,45.42,-76.05,Ontario
6CC0096,NEWMARKET 1.3 ENE AAFC,44.06,-79.44,Ontario
6CC0097,THUNDER BAY 3.7 SSW LRCA,48.38,-89.26,Ontario
6CC0099,JARVIS RIVER 3.7 NE LRCA,48.2,-89.42,Ontario
6CC0103,CALEDONIA 12.4 NW,43.14,-80.07,Ontario
6CC0109,MILDMAY 5.9 SSE,43.99,-81.1,Ontario
6CC0118,DURHAM 1.4 S,44.17,-80.82,Ontario
6CC0119,BELLEVILLE 5.2 SW QCA,44.14,-77.43,Ontario
6CC0125,ELORA 0.8 NE - CANWARN,43.69,-80.42,Ontario
6CC0130,BARRIE 3.6 N CANWARN,44.41,-79.7,Ontario
6CC0131,Tecumseh 0.7 NNW - CANWARN,42.33,-82.89,Ontario
6CC0137,ORLÉANS 1.4 SSE,45.46,-75.51,Ontario
6CC0143,MOUNT FOREST 7.6 NNE,44.04,-80.69,Ontario
6CC0144,Drayton 7.0 S,43.69,-80.65,Ontario
6CC0145,Monkton 3.9 E,43.59,-81.03,Ontario
6CC0149,BRUSSELS 0.4 ESE MVCA,43.74,-81.25,Ontario
6CC0153,Phelpston 0.8 NE,44.52,-79.84,Ontario
6CC0159,Dutton 1.9 ESE,42.66,-81.48,Ontario
6CC0166,Springfield 5.1 NE,42.86,-80.89,Ontario
6CC0167,Brigden 2.8 NNE,42.84,-82.27,Ontario
6CC0173,Dresden 0.8 NNE,42.6,-82.18,Ontario
6CC0174,Blenheim 4.9 SSE,42.29,-81.97,Ontario
6CC0178,Goderich 10.2 S - MVCA,43.65,-81.71,Ontario
6CC0187,Waterloo 1.9 E - UofW,43.47,-80.51,Ontario
6CC0189,Elora 4.6 E,43.68,-80.37,Ontario
6CC0192,Strathroy 14.9 SSW,42.84,-81.71,Ontario
6CC0195,ATWOOD 0.2 WSW - MVCA,43.67,-81.02,Ontario
6CC0198,TILBURY 13.4 ESE,42.2,-82.29,Ontario
6CC0199,Morriston 2.0 S,43.43,-80.11,Ontario
6CC0201,CAMBRIDGE 9.2 S - GRAND,43.31,-80.32,Ontario
6CC0203,Lucknow 1.5 NNE - MVCA,43.97,-81.51,Ontario
6CC0208,Pakenham 7.8 NNW,45.39,-76.34,Ontario
6CC0209,Peterborough 1.9 NNE,44.32,-78.32,Ontario
6CC0210,Brownsville 3.3 N,42.89,-80.85,Ontario
6CC0211,Kaministiquia 7.2E - LRCA,48.53,-89.49,Ontario
6CC0213,Mississauga 8.1 SSE,43.52,-79.62,Ontario
6CC0214,Milford 2.7 SE,43.92,-77.06,Ontario
6CC0216,Wheatley 9.3 NNE,42.17,-82.43,Ontario
6CC0220,Deep River 1.5 SE - MNRF,46.1,-77.48,Ontario
6CC0224,Nakina 3.8 N - MNRF,50.21,-86.7,Ontario
6CC0225,Green Valley 3.3 S,45.23,-74.6,Ontario
6CC0226,Mitchell 1.1 ESE,43.47,-81.19,Ontario
6CC0228,Ridgetown 4.5 ESE,42.42,-81.83,Ontario
6CC0230,Morpeth 0.5 ENE,42.39,-81.84,Ontario
6CC0232,Milford 0.1 NNE - Quinte Conservation,43.93,-77.09,Ontario
6CC0235,Godfrey 17.3 E - Quinte Conservation,44.54,-76.77,Ontario
6CC0238,Pickering 2.3 WSW,43.82,-79.14,Ontario
6CC0244,Plevna 7.0 WNW - MiVCA,44.98,-77.07,Ontario
6CC0245,Phelpston 3.1 ESE,44.51,-79.81,Ontario
6CC0247,Peterborough 3.3 W - MNRF,44.31,-78.37,Ontario
6CC0248,WINDSOR 6.5 SE,42.25,-83.0,Ontario
6CC0260,Harrow 8.1 ESE,42.0,-82.83,Ontario
6CC0283,Belle River 1.1 ENE,42.29,-82.69,Ontario
6CC0285,Leamington 3.0 N,42.08,-82.6,Ontario
6CC0286,AMHERSTBURG 5.5 N,42.15,-83.11,Ontario
6CC0298,Harrow 6.5 NNW,42.08,-82.94,Ontario
6CC0302,Windsor 10.9 E,42.31,-82.92,Ontario
6CC0306,Wheatley 8.4 WNW,42.12,-82.56,Ontario
6CC0311,Tecumseh 0.9 NE,42.33,-82.88,Ontario
6CC0312,North Woodslee 0.9 ENE,42.22,-82.7,Ontario
6CC0320,Windsor 12.8 ENE,42.32,-82.9,Ontario
6CC0322,Windsor 4.0 NE,42.32,-83.02,Ontario
6CC0324,Amherstburg 4.0 NNE,42.13,-83.09,Ontario
6CC0329,Harrow 2.1 SSE,42.02,-82.91,Ontario
6CC0330,Belle River 4.7 W,42.29,-82.76,Ontario
6CC0332,TECUMSEH 1.1 NNE,42.33,-82.88,Ontario
6CC0333,Tecumseh 1.0 E,42.32,-82.87,Ontario
6CC0334,ST. THOMAS 6.6 NNE - KCCA,42.83,-81.15,Ontario
6CC0335,Nakina 1.6 NW - MNRF,50.19,-86.73,Ontario
6CC0341,Bayfield 0.6 SSW - ABCA,43.55,-81.7,Ontario
6CC0342,Lurgan Beach 1.4 NNE - LHCC,44.1,-81.73,Ontario
6CC0344,Burford 2.9 SSE - CANWARN,43.08,-80.42,Ontario
6CC0349,Tillsonburg 8.1 SSE - NSCIA,42.81,-80.68,Ontario
6CC0352,Mattawa 2.6 SSW - MNRF,46.29,-78.72,Ontario
6CC0353,Port Rowan 6.2 SW - NSCIA,42.59,-80.51,Ontario
6CC0355,Langton 12.2 SW - NSCIA,42.67,-80.69,Ontario
6CC0360,Hagersville 10.7 WNW - NSCIA,42.99,-80.18,Ontario
6CC0362,Delhi 5.1 WSW - NSCIA,42.83,-80.55,Ontario
6CC0364,LANGTON 3.3 SSE - NSCIA,42.72,-80.56,Ontario
6CC0365,Blenheim 6.4 NW - AGRIS,42.38,-82.05,Ontario
6CC0367,Tillsonburg 9.2 SSE - NSCIA,42.79,-80.7,Ontario
6CC0369,Courtland 7.2 S - NSCIA,42.78,-80.65,Ontario
